SOC_Standard,O*NET-SOC Code,Title,Description,Annual_Mean_Wage,Annual_Median_Wage,Annual_10th_Percentile,Annual_25th_Percentile,Annual_75th_Percentile,Annual_90th_Percentile,Total_Employment,Task_Count,Skills_Mean_Level,Skills_Std,Skills_Count,Abilities_Mean_Level,Abilities_Std,Abilities_Count,WorkAct_Mean_Level,WorkAct_Std,WorkAct_Count
27-4015,27-4015.00,Lighting Technicians,"Set up, maintain, and dismantle light fixtures, lighting control devices, and the associated lighting electrical and rigging equipment used for photography, television, film, video, and live productions. May focus or operate light fixtures, or attach color filters or other lighting accessories.",70000,60560,36340,47100,83340,117690,10130.0,16.0,,,,,,,,,
27-4021,27-4021.00,Photographers,"Photograph people, landscapes, merchandise, or other subjects. May use lighting equipment to enhance a subject's appearance. May use editing software to produce finished images and prints. Includes commercial and industrial photographers, scientific photographers, and photojournalists.",55650,42520,29610,34790,62370,94760,51230.0,28.0,2.371714285714286,0.889161818509881,35.0,2.397307692307692,1.1715602390253599,52.0,3.7558536585365854,1.0097771427640756,41.0
27-4031,27-4031.00,"Camera Operators, Television, Video, and Film","Operate television, video, or film camera to record images or scenes for television, video, or film productions.",79870,68810,36240,48060,102400,131420,24460.0,21.0,2.4531428571428573,0.9278462455936247,35.0,2.5542307692307693,0.9463373070118994,52.0,2.895609756097561,1.0248976748448788,41.0
27-4032,27-4032.00,Film and Video Editors,"Edit moving images on film, video, or other media. May work with a producer or director to organize images for final production. May edit or synchronize soundtracks with images.",83530,70980,39170,50230,101570,145900,28860.0,22.0,2.1854285714285715,1.1036792555628039,35.0,1.9324999999999999,1.533273922548945,52.0,3.178292682926829,1.083399516427399,41.0
27-4099,27-4099.00,"Media and Communication Equipment Workers, All Other",All media and communication equipment workers not listed separately.,78350,67190,35670,48490,102650,133650,13020.0,,,,,,,,,,
29-1011,29-1011.00,Chiropractors,"Assess, treat, and care for patients by manipulation of spine and musculoskeletal system. May provide spinal adjustment or address sacral or pelvic misalignment.",91830,79000,44780,59320,104000,149990,37630.0,11.0,2.5534285714285714,1.3919663257783361,35.0,2.483076923076923,1.318820831699166,52.0,3.9597560975609754,1.0804940717210765,41.0
29-1021,29-1021.00,"Dentists, General","Examine, diagnose, and treat diseases, injuries, and malformations of teeth and gums. May treat diseases of nerve, pulp, and other dental tissues affecting oral hygiene and retention of teeth. May fit dental appliances or provide preventive care.",196100,172790,83860,126090,220380,#,113490.0,20.0,3.1357142857142857,1.174288985662703,35.0,2.956538461538462,1.5759676574458101,52.0,4.22780487804878,1.067453774631768,41.0
29-1022,29-1022.00,Oral and Maxillofacial Surgeons,"Perform surgery and related procedures on the hard and soft tissues of the oral and maxillofacial regions to treat diseases, injuries, or defects. May diagnose problems of the oral and maxillofacial regions. May perform surgery to improve function or appearance.",360240,#,82960,236780,#,#,5330.0,14.0,3.015428571428571,1.233622935186634,35.0,2.915,1.6602131920742151,52.0,4.361707317073171,1.0761851663143855,41.0
29-1023,29-1023.00,Orthodontists,"Examine, diagnose, and treat dental malocclusions and oral cavity anomalies. Design and fabricate appliances to realign teeth and jaws to produce and maintain normal function and to improve appearance.",254620,#,98560,137320,#,#,5150.0,11.0,2.8465714285714285,1.2775572805326645,35.0,2.353653846153846,1.5473494463761586,52.0,3.7019512195121953,1.1757279011578212,41.0
29-1024,29-1024.00,Prosthodontists,"Diagnose, treat, rehabilitate, design, and fit prostheses that maintain oral function, health, and appearance for patients with clinical conditions associated with teeth, oral and maxillofacial tissues, or the jaw.",258660,#,97370,232000,#,#,760.0,12.0,2.774857142857143,0.939149713769828,35.0,2.4755769230769227,1.2821143894724483,52.0,4.511707317073171,0.8776243571113564,41.0
29-1029,29-1029.00,"Dentists, All Other Specialists",All dentists not listed separately.,246530,225770,75360,172780,#,#,5900.0,,,,,,,,,,
29-1031,29-1031.00,Dietitians and Nutritionists,"Plan and conduct food service or nutritional programs to assist in the promotion of health and control of disease. May supervise activities of a department providing quantity food services, counsel individuals, or conduct nutritional research.",74770,73850,48830,61260,85200,101760,76570.0,28.0,2.96,1.5475673510003862,35.0,1.8557692307692308,1.7538197485509277,52.0,3.395121951219512,1.3796306062696995,41.0
29-1041,29-1041.00,Optometrists,"Diagnose, manage, and treat conditions and diseases of the human eye and visual system. Examine eyes and visual system, diagnose problems or impairments, prescribe corrective lenses, and provide treatment. May prescribe therapeutic drugs to treat specific eye conditions.",140940,134830,70060,103310,163710,203210,41890.0,10.0,2.782285714285714,1.341855795080051,35.0,2.4328846153846153,1.6920510080598392,52.0,4.116341463414634,1.207997839603948,41.0
29-1051,29-1051.00,Pharmacists,"Dispense drugs prescribed by physicians and other health practitioners and provide information to patients about medications and their use. May advise physicians and other health practitioners on the selection, dosage, interactions, and side effects of medications.",137210,137480,86930,127250,158620,172040,328870.0,20.0,2.8074285714285714,1.4597407966064766,35.0,2.2807692307692307,1.615948511791196,52.0,3.1797560975609755,1.1826252318568167,41.0
29-1071,29-1071.00,Physician Assistants,"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants.",136900,133260,95240,113770,160160,182200,155540.0,28.0,2.8175714285714286,1.269300201713682,70.0,2.57,1.3367436160856094,104.0,3.8721951219512194,1.3454505183245729,82.0
29-1071,29-1071.01,Anesthesiologist Assistants,Assist anesthesiologists in the administration of anesthesia for surgical and non-surgical procedures. Monitor patient status and provide patient care during surgical treatment.,136900,133260,95240,113770,160160,182200,155540.0,28.0,2.8175714285714286,1.269300201713682,70.0,2.57,1.3367436160856094,104.0,3.8721951219512194,1.3454505183245729,82.0
29-1081,29-1081.00,Podiatrists,Diagnose and treat diseases and deformities of the human foot.,163960,152800,57500,91130,217960,#,9520.0,11.0,2.9954285714285716,1.3359318027177154,35.0,2.4805769230769235,1.6414644507227154,52.0,3.9170731707317072,1.1618567981951111,41.0
29-1122,29-1122.00,Occupational Therapists,"Assess, plan, and organize rehabilitative programs that help build or restore vocational, homemaking, and daily living skills, as well as general independence, to persons with disabilities or developmental delays. Use therapeutic techniques, adapt the individual's environment, teach skills, and modify specific tasks that present barriers to the individual.",98240,98340,67090,80490,110460,129830,152280.0,38.0,2.557285714285714,1.4231317999689335,70.0,2.2897115384615385,1.2863944168075852,104.0,3.5645121951219516,1.2459010844345237,82.0
29-1122,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Provide therapy to patients with visual impairments to improve their functioning in daily life activities. May train patients in activities such as computer use, communication skills, or home management skills.",98240,98340,67090,80490,110460,129830,152280.0,38.0,2.557285714285714,1.4231317999689335,70.0,2.2897115384615385,1.2863944168075852,104.0,3.5645121951219516,1.2459010844345237,82.0
29-1123,29-1123.00,Physical Therapists,"Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury.",102400,101020,74420,83470,117190,132500,248630.0,24.0,2.7314285714285713,1.2124092273047835,35.0,2.508653846153846,1.2550041463038355,52.0,3.538048780487805,1.2406534961708588,41.0
29-1124,29-1124.00,Radiation Therapists,"Provide radiation therapy to patients as prescribed by a radiation oncologist according to established practices and standards. Duties may include reviewing prescription and diagnosis; acting as liaison with physician and supportive care personnel; preparing equipment, such as immobilization, treatment, and protection devices; and maintaining records, reports, and files. May assist in dosimetry procedures and tumor localization.",110820,101990,77860,86520,120360,141550,18700.0,22.0,2.786,0.8911334487771244,35.0,2.6303846153846155,0.9815613043862704,52.0,4.188292682926829,1.012585557962942,41.0
29-1125,29-1125.00,Recreational Therapists,"Plan, direct, or coordinate medically-approved recreation programs for patients in hospitals, nursing homes, or other institutions. Activities include sports, trips, dramatics, social activities, and crafts. May assess a patient condition and recommend appropriate recreational activity.",65350,60280,39520,48230,77680,96600,15060.0,11.0,2.5462857142857143,1.402489563166128,35.0,2.425576923076923,1.0534544732925817,52.0,3.5392682926829266,1.0968714378720563,41.0
29-1126,29-1126.00,Respiratory Therapists,"Assess, treat, and care for patients with breathing disorders. Assume primary responsibility for all respiratory care modalities, including the supervision of respiratory therapy technicians. Initiate and conduct therapeutic procedures; maintain patient records; and select, assemble, check, and operate equipment.",84260,80450,61900,68410,95530,108820,136420.0,22.0,2.825142857142857,0.9597743957599113,35.0,2.558269230769231,1.0249968362530724,52.0,3.871707317073171,1.0467518866451218,41.0
29-1127,29-1127.00,Speech-Language Pathologists,"Assess and treat persons with speech, language, voice, and fluency disorders. May select alternative communication systems and teach their use. May perform research related to speech and language problems.",95840,95410,60480,75310,112510,132850,178790.0,23.0,2.6854285714285715,1.5824243181552398,35.0,2.0815384615384613,1.8498737472715931,52.0,3.2090243902439024,1.6104856486135615,41.0
29-1128,29-1128.00,Exercise Physiologists,"Assess, plan, or implement fitness programs that include exercise or physical activities such as those designed to improve cardiorespiratory function, body composition, muscular strength, muscular endurance, or flexibility.",59620,58160,40930,48650,65430,79830,8110.0,25.0,2.7528571428571427,1.2838580905375234,35.0,2.437115384615385,1.3073507661071786,52.0,3.608780487804878,1.040130268576853,41.0
29-1129,29-1129.00,"Therapists, All Other",All therapists not listed separately.,73800,65010,38840,49510,85010,120050,19320.0,55.0,2.4681428571428574,1.4951964563441764,70.0,2.231826923076923,1.3910900694793389,104.0,3.6513414634146346,1.364397178149032,82.0
29-1129,29-1129.01,Art Therapists,"Plan or conduct art therapy sessions or programs to improve clients' physical, cognitive, or emotional well-being.",73800,65010,38840,49510,85010,120050,19320.0,55.0,2.4681428571428574,1.4951964563441764,70.0,2.231826923076923,1.3910900694793389,104.0,3.6513414634146346,1.364397178149032,82.0
29-1129,29-1129.02,Music Therapists,"Plan, organize, direct, or assess clinical and evidenced-based music therapy interventions to positively influence individuals' physical, psychological, cognitive, or behavioral status.",73800,65010,38840,49510,85010,120050,19320.0,55.0,2.4681428571428574,1.4951964563441764,70.0,2.231826923076923,1.3910900694793389,104.0,3.6513414634146346,1.364397178149032,82.0
29-1131,29-1131.00,Veterinarians,"Diagnose, treat, or research diseases and injuries of animals. Includes veterinarians who conduct research and development, inspect livestock, or care for pets and companion animals.",140270,125510,70350,98420,161610,212890,80630.0,21.0,2.7885714285714283,1.39812299142803,35.0,2.5942307692307693,1.38628343047983,52.0,3.5526829268292683,1.306481963882862,41.0
29-1141,29-1141.00,Registered Nurses,"Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required.",98430,93600,66030,78610,107960,135320,3282010.0,137.0,2.7821142857142855,1.4368946355805856,175.0,2.4865,1.3924325469060965,260.0,3.9090731707317072,1.4017585662135734,205.0
29-1141,29-1141.01,Acute Care Nurses,"Provide advanced nursing care for patients with acute conditions such as heart attacks, respiratory distress syndrome, or shock. May care for pre- and post-operative patients or perform advanced, invasive diagnostic or therapeutic procedures.",98430,93600,66030,78610,107960,135320,3282010.0,137.0,2.7821142857142855,1.4368946355805856,175.0,2.4865,1.3924325469060965,260.0,3.9090731707317072,1.4017585662135734,205.0
29-1141,29-1141.02,Advanced Practice Psychiatric Nurses,"Assess, diagnose, and treat individuals and families with mental health or substance use disorders or the potential for such disorders. Apply therapeutic activities, including the prescription of medication, per state regulations, and the administration of psychotherapy.",98430,93600,66030,78610,107960,135320,3282010.0,137.0,2.7821142857142855,1.4368946355805856,175.0,2.4865,1.3924325469060965,260.0,3.9090731707317072,1.4017585662135734,205.0
29-1141,29-1141.03,Critical Care Nurses,Provide specialized nursing care for patients in critical or coronary care units.,98430,93600,66030,78610,107960,135320,3282010.0,137.0,2.7821142857142855,1.4368946355805856,175.0,2.4865,1.3924325469060965,260.0,3.9090731707317072,1.4017585662135734,205.0
29-1141,29-1141.04,Clinical Nurse Specialists,"Direct nursing staff in the provision of patient care in a clinical practice setting, such as a hospital, hospice, clinic, or home. Ensure adherence to established clinical policies, protocols, regulations, and standards.",98430,93600,66030,78610,107960,135320,3282010.0,137.0,2.7821142857142855,1.4368946355805856,175.0,2.4865,1.3924325469060965,260.0,3.9090731707317072,1.4017585662135734,205.0
29-1151,29-1151.00,Nurse Anesthetists,"Administer anesthesia, monitor patient's vital signs, and oversee patient recovery from anesthesia. May assist anesthesiologists, surgeons, other physicians, or dentists. Must be registered nurses who have specialized graduate education.",231700,223210,137230,187110,#,#,50350.0,24.0,3.0854285714285714,1.0563876930290288,35.0,2.6459615384615387,1.3507227689247354,52.0,4.553658536585366,1.1426455182985689,41.0
29-1161,29-1161.00,Nurse Midwives,"Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education.",128110,128790,74670,104260,146520,177040,8280.0,21.0,2.613714285714286,1.4694478469105041,35.0,2.469038461538461,1.470170404442814,52.0,4.224390243902438,1.4556511408652966,41.0
29-1171,29-1171.00,Nurse Practitioners,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education.",132000,129210,97960,109940,149570,169950,307390.0,27.0,2.9068571428571426,1.5200924341642392,35.0,2.616923076923077,1.419078047103379,52.0,4.1275609756097555,1.4772419918344537,41.0
29-1181,29-1181.00,Audiologists,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,95320,92120,61930,76440,109330,129830,14730.0,22.0,3.1245714285714286,1.092946214857542,35.0,2.3390384615384616,1.6721118027346866,52.0,4.21,1.034137321635768,41.0
29-1211,29-1211.00,Anesthesiologists,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",336640,#,124450,186680,#,#,41890.0,18.0,2.9897142857142858,1.4079970874683398,35.0,2.6634615384615383,1.4923988908707,52.0,4.306829268292684,1.2685413651599824,41.0
29-1212,29-1212.00,Cardiologists,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",432490,#,119970,230100,#,#,18020.0,26.0,,,,,,,,,
29-1213,29-1213.00,Dermatologists,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",347810,#,118540,172510,#,#,10080.0,18.0,2.636,1.5098874130212492,35.0,2.3392307692307694,1.6746715758254895,52.0,3.5063414634146337,1.4678517569863128,41.0
29-1214,29-1214.00,Emergency Medicine Physicians,"Make immediate medical decisions and act to prevent death or further disability. Provide immediate recognition, evaluation, care, stabilization, and disposition of patients. May direct emergency medical staff in an emergency department.",320700,#,114680,181070,#,#,33680.0,17.0,2.906285714285714,1.6250268517497068,35.0,2.9825,1.399038710588628,52.0,4.218292682926829,1.4033743307454083,41.0
29-1215,29-1215.00,Family Medicine Physicians,"Diagnose, treat, and provide preventive care to individuals and families across the lifespan. May refer patients to specialists when needed for further diagnosis or treatment.",256830,238380,81330,167580,#,#,107950.0,12.0,2.7582857142857145,1.65458806978422,35.0,2.136923076923077,1.8104203156883245,52.0,2.877073170731707,1.7944041405191298,41.0
29-1216,29-1216.00,General Internal Medicine Physicians,"Diagnose and provide nonsurgical treatment for a wide range of diseases and injuries of internal organ systems. Provide care mainly for adults and adolescents, and are based primarily in an outpatient care setting.",262710,236350,70100,135240,#,#,66640.0,19.0,2.820857142857143,1.4854042258879283,35.0,2.3459615384615384,1.744159171113112,52.0,3.9317073170731707,1.4392965337952848,41.0
29-1217,29-1217.00,Neurologists,"Diagnose, manage, and treat disorders and diseases of the brain, spinal cord, and peripheral nerves, with a primarily nonsurgical focus.",286310,#,83500,140970,#,#,7700.0,24.0,3.0108571428571427,1.6491929780931025,35.0,2.235384615384615,2.0264761857775135,52.0,4.534390243902439,1.6151997535606668,41.0
29-1218,29-1218.00,Obstetricians and Gynecologists,"Provide medical care related to pregnancy or childbirth. Diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general care to women. May perform both medical and gynecological surgery functions.",281130,#,94750,188130,#,#,19900.0,15.0,2.8322857142857143,1.6155732650641121,35.0,2.5746153846153845,1.6170385198444204,52.0,4.299756097560976,1.2672677061396267,41.0
29-1221,29-1221.00,"Pediatricians, General","Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed.",222340,210130,96240,159510,#,#,42960.0,17.0,2.6714285714285713,1.665418412109989,35.0,2.144423076923077,1.7666967220471959,52.0,3.39219512195122,1.4556845678152974,41.0
29-1222,29-1222.00,"Physicians, Pathologists","Diagnose diseases and conduct lab tests using organs, body tissues, and fluids. Includes medical examiners.",266020,#,83930,165940,#,#,11800.0,19.0,3.067142857142857,1.5171036092978416,35.0,2.400961538461538,1.8918869713112334,52.0,3.9012195121951216,1.1377108488582477,41.0
29-1223,29-1223.00,Psychiatrists,"Diagnose, treat, and help prevent mental disorders.",269120,#,77360,141290,#,#,24800.0,12.0,2.7965714285714283,1.8501700126286373,35.0,2.0313461538461537,1.7812333564092373,52.0,3.6395121951219513,1.6869468741183171,41.0
29-1224,29-1224.00,Radiologists,"Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests.",359820,#,82810,204330,#,#,26290.0,30.0,2.9714285714285715,1.4341489438957558,35.0,2.5565384615384614,1.643797474066257,52.0,4.174146341463414,1.2570679687466306,41.0
29-1229,29-1229.00,"Physicians, All Other",All physicians not listed separately.,253470,#,66860,95080,#,#,315360.0,101.0,2.9177142857142857,1.6142005929686667,210.0,2.4552884615384616,1.6616096233220954,312.0,4.288739837398374,1.4588246727817256,246.0
29-1229,29-1229.01,Allergists and Immunologists,"Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system.",253470,#,66860,95080,#,#,315360.0,101.0,2.9177142857142857,1.6142005929686667,210.0,2.4552884615384616,1.6616096233220954,312.0,4.288739837398374,1.4588246727817256,246.0
29-1229,29-1229.02,Hospitalists,"Provide inpatient care predominantly in settings such as medical wards, acute care units, intensive care units, rehabilitation centers, or emergency rooms. Manage and coordinate patient care throughout treatment.",253470,#,66860,95080,#,#,315360.0,101.0,2.9177142857142857,1.6142005929686667,210.0,2.4552884615384616,1.6616096233220954,312.0,4.288739837398374,1.4588246727817256,246.0
29-1229,29-1229.03,Urologists,"Diagnose, treat, and help prevent benign and malignant medical and surgical disorders of the genitourinary system and the renal glands.",253470,#,66860,95080,#,#,315360.0,101.0,2.9177142857142857,1.6142005929686667,210.0,2.4552884615384616,1.6616096233220954,312.0,4.288739837398374,1.4588246727817256,246.0
29-1229,29-1229.04,Physical Medicine and Rehabilitation Physicians,"Diagnose and treat disorders requiring physiotherapy to provide physical, mental, and occupational rehabilitation.",253470,#,66860,95080,#,#,315360.0,101.0,2.9177142857142857,1.6142005929686667,210.0,2.4552884615384616,1.6616096233220954,312.0,4.288739837398374,1.4588246727817256,246.0
29-1229,29-1229.05,Preventive Medicine Physicians,"Apply knowledge of general preventive medicine and public health issues to promote health care to groups or individuals, and aid in the prevention or reduction of risk of disease, injury, disability, or death. May practice population-based medicine or diagnose and treat patients in the context of clinical health promotion and disease prevention.",253470,#,66860,95080,#,#,315360.0,101.0,2.9177142857142857,1.6142005929686667,210.0,2.4552884615384616,1.6616096233220954,312.0,4.288739837398374,1.4588246727817256,246.0
29-1229,29-1229.06,Sports Medicine Physicians,"Diagnose, treat, and help prevent injuries that occur during sporting events, athletic training, and physical activities.",253470,#,66860,95080,#,#,315360.0,101.0,2.9177142857142857,1.6142005929686667,210.0,2.4552884615384616,1.6616096233220954,312.0,4.288739837398374,1.4588246727817256,246.0
29-1241,29-1241.00,"Ophthalmologists, Except Pediatric",Diagnose and perform surgery to treat and help prevent disorders and diseases of the eye. May also provide vision services for treatment including glasses and contacts.,301500,#,104240,181490,#,#,12110.0,18.0,3.0702857142857147,1.4118583617393938,35.0,2.8415384615384616,1.5411523376692742,52.0,4.686097560975609,1.0674429213048824,41.0
29-1242,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Diagnose and perform surgery to treat and prevent rheumatic and other diseases in the musculoskeletal system.,365060,#,83390,209730,#,#,14160.0,15.0,,,,,,,,,
29-1243,29-1243.00,Pediatric Surgeons,"Diagnose and perform surgery to treat fetal abnormalities and birth defects, diseases, and injuries in fetuses, premature and newborn infants, children, and adolescents. Includes all pediatric surgical specialties and subspecialties.",450810,#,189720,#,#,#,1050.0,18.0,,,,,,,,,
29-1249,29-1249.00,"Surgeons, All Other",All surgeons not listed separately.,371280,#,77290,139070,#,#,24080.0,,,,,,,,,,
29-1291,29-1291.00,Acupuncturists,"Diagnose, treat, and prevent disorders by stimulating specific acupuncture points within the body using acupuncture needles. May also use cups, nutritional supplements, therapeutic massage, acupressure, and other alternative health therapies.",89750,78140,41840,54090,107120,158540,8440.0,18.0,2.133142857142857,1.3799036015533228,35.0,2.025961538461538,1.3355783936372014,52.0,3.2758536585365854,1.3024649239226294,41.0
29-1292,29-1292.00,Dental Hygienists,Administer oral hygiene care to patients. Assess patient oral hygiene problems or needs and maintain health records. Advise patients on oral health maintenance and disease prevention. May provide advanced care such as providing fluoride treatment or administering topical anesthesia.,93890,94260,66470,80060,102920,120060,219070.0,16.0,2.267142857142857,0.9717254860134457,35.0,2.312115384615385,1.2047802444453228,52.0,3.443170731707317,0.9821721820139029,41.0
29-1299,29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",All healthcare diagnosing or treating practitioners not listed separately.,128680,113730,65210,83350,161350,194000,30870.0,36.0,2.5747142857142857,1.5561637347522845,70.0,2.1384615384615384,1.740802052191493,104.0,3.491951219512195,1.3939989895176654,82.0
29-1299,29-1299.01,Naturopathic Physicians,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies.",128680,113730,65210,83350,161350,194000,30870.0,36.0,2.5747142857142857,1.5561637347522845,70.0,2.1384615384615384,1.740802052191493,104.0,3.491951219512195,1.3939989895176654,82.0
29-1299,29-1299.02,Orthoptists,Diagnose and treat visual system disorders such as binocular vision and eye movement impairments.,128680,113730,65210,83350,161350,194000,30870.0,36.0,2.5747142857142857,1.5561637347522845,70.0,2.1384615384615384,1.740802052191493,104.0,3.491951219512195,1.3939989895176654,82.0
29-2011,29-2011.00,Medical and Clinical Laboratory Technologists,"Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff.",,,,,,,,74.0,2.613142857142857,1.0247414734257045,140.0,2.321778846153846,1.3813782969063468,208.0,3.1812804878048784,1.1436982073762245,164.0
29-2011,29-2011.01,Cytogenetic Technologists,"Analyze chromosomes or chromosome segments found in biological specimens, such as amniotic fluids, bone marrow, solid tumors, and blood to aid in the study, diagnosis, classification, or treatment of inherited or acquired genetic diseases. Conduct analyses through classical cytogenetic, fluorescent in situ hybridization (FISH) or array comparative genome hybridization (aCGH) techniques.",,,,,,,,74.0,2.613142857142857,1.0247414734257045,140.0,2.321778846153846,1.3813782969063468,208.0,3.1812804878048784,1.1436982073762245,164.0
29-2011,29-2011.02,Cytotechnologists,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices.",,,,,,,,74.0,2.613142857142857,1.0247414734257045,140.0,2.321778846153846,1.3813782969063468,208.0,3.1812804878048784,1.1436982073762245,164.0
29-2011,29-2011.04,Histotechnologists,Apply knowledge of health and disease causes to evaluate new laboratory techniques and procedures to examine tissue samples. Process and prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May solve technical or instrument problems or assist with research studies.,,,,,,,,74.0,2.613142857142857,1.0247414734257045,140.0,2.321778846153846,1.3813782969063468,208.0,3.1812804878048784,1.1436982073762245,164.0
29-2012,29-2012.00,Medical and Clinical Laboratory Technicians,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist.",,,,,,,,21.0,2.2948571428571425,0.8940572605225949,70.0,2.188653846153846,1.1167759227071747,104.0,3.125365853658537,1.1915144374375417,82.0
29-2012,29-2012.01,Histology Technicians,Prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May assist with research studies.,,,,,,,,21.0,2.2948571428571425,0.8940572605225949,70.0,2.188653846153846,1.1167759227071747,104.0,3.125365853658537,1.1915144374375417,82.0
29-2031,29-2031.00,Cardiovascular Technologists and Technicians,"Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic, therapeutic, or research purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests.",72890,67260,37890,46470,91430,108900,61180.0,21.0,2.6102857142857143,1.020546236997001,35.0,2.4226923076923077,1.164464221467076,52.0,3.336829268292683,1.0782681462057344,41.0
29-2032,29-2032.00,Diagnostic Medical Sonographers,Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.,92550,89340,64760,78080,103630,123170,86460.0,20.0,2.6277142857142857,0.9479578226975317,35.0,2.460384615384615,1.152307083149418,52.0,3.3846341463414635,1.0804769723621497,41.0
29-2033,29-2033.00,Nuclear Medicine Technologists,"Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment. Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists. Subject patients to radiation. Execute blood volume, red cell survival, and fat absorption studies following standard laboratory techniques.",99690,97020,75570,83020,108190,128090,16960.0,17.0,2.621714285714286,0.978415543003031,35.0,2.3303846153846153,1.1987132996094743,52.0,3.4680487804878046,0.9791660214493637,41.0
29-2034,29-2034.00,Radiologic Technologists and Technicians,Take x-rays and CAT scans or administer nonradioactive materials into patient's bloodstream for diagnostic or research purposes. Includes radiologic technologists and technicians who specialize in other scanning modalities.,79760,77660,52360,62910,93610,106990,223460.0,30.0,2.296,0.9838884441786249,35.0,2.5125,0.8608383396775628,52.0,3.2482926829268295,1.1452071918195075,41.0
29-2035,29-2035.00,Magnetic Resonance Imaging Technologists,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry.",91020,88180,64910,78150,102440,121420,41530.0,24.0,2.517142857142857,1.098136312733778,35.0,2.438653846153846,1.1648597135869445,52.0,3.593658536585366,0.7938285586244708,41.0
29-2036,29-2036.00,Medical Dosimetrists,"Generate radiation treatment plans, develop radiation dose calculations, communicate and supervise the treatment plan implementation, and consult with members of radiation oncology team.",141420,138110,103760,125600,157840,176360,3970.0,19.0,2.7562857142857142,1.3773399036127694,35.0,2.1875,1.6650158981752912,52.0,3.612195121951219,1.3663628950522664,41.0
29-2042,29-2042.00,Emergency Medical Technicians,Assess injuries and illnesses and administer basic emergency medical care. May transport injured or sick persons to medical facilities.,44790,41340,31410,36730,48160,60780,177980.0,12.0,,,,,,,,,
29-2043,29-2043.00,Paramedics,"Administer basic or advanced emergency medical care and assess injuries and illnesses. May administer medication intravenously, use equipment such as EKGs, or administer advanced life support to sick or injured individuals.",60610,58410,40130,47920,68420,82420,99530.0,13.0,,,,,,,,,
29-2051,29-2051.00,Dietetic Technicians,"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals.",39560,37040,28280,32460,44290,53440,29950.0,13.0,2.3994285714285715,1.1061670516782207,35.0,2.315576923076923,1.0301121459251437,52.0,3.1465853658536584,0.7835898472928856,41.0
